Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue;Pourcentage_Correction
ENSMUSG00000020467;3.8854058278069985;3.7557061728712164;1.2554703576375357;3.058393799125987;0.029655660244994768;0.02628210017308231;WT;-1.555933075466721;1.2203974987983148;OUI;OUI;78.43508935292031
ENSMUSG00000027004;28.881676788046583;38.08072124710212;8.53607255875909;22.2962487599702;0.00011289234818816704;0.034457082009021076;WT;-1.7466937972829;1.3748098397844644;OUI;OUI;78.70926439058644
ENSMUSG00000028360;0.32983873082296566;0.16776580038768177;0.019688938718187186;0.15825487173496966;0.0048706220008619475;0.021694140844917113;WT;-1.8445056543194323;1.109505735405454;OUI;OUI;60.15192917439494
ENSMUSG00000028873;0.9475698353174098;0.40266461423415223;0.1804536036871133;0.5662836670254754;0.04516530737708878;0.0036573499086312933;WT;-1.901212396966791;1.248374407428805;OUI;OUI;65.66201697210954
ENSMUSG00000034990;0.29872585902691645;2.7260160258907065;0.014762365750059212;0.279424209661238;0.00587082482158149;0.04357613547610818;WT;-1.7967475594036586;1.7251621210155725;OUI;OUI;96.01583210876859
ENSMUSG00000044285;0.138795211954155;0.3337129808707502;0.430594189632759;0.12959558114813371;0.043556353113407165;0.04544423508298846;WT;1.1518349675235233;-1.2085140013367324;OUI;OUI;104.92075986248818
ENSMUSG00000048078;2.155111222116279;2.55247660713774;0.3480787236501154;0.8036194305569261;0.009251644586945213;0.0010808788251127504;WT;-2.331374459967316;1.0119630694866681;OUI;OUI;43.40628613846924
ENSMUSG00000054889;0.005455742503968016;0.032275868055984556;1.0775714379752415;2.372894844819236;0.0037318133839757896;0.013673091173103703;WT;3.4811050211963774;1.070386308823976;OUI;OUI;30.74846354818171
ENSMUSG00000060311;0.17844527768750024;0.509902712621672;1.1060528965274998;2.407998387590206;0.029320713947869118;0.008738236000892135;WT;2.1148274536248577;1.0562432365307708;OUI;OUI;49.94465313096355
ENSMUSG00000065878;0.054901133616946665;0.10103263227931429;0.3551673530910386;0.11947905746564842;0.0063634529303045325;0.01751985573983638;WT;1.5550493816782993;-1.0523137985553852;OUI;OUI;67.67076404628125
ENSMUSG00000070343;0.09452714545622594;0.1208613589529297;0.3729662544563748;0.1300910789075667;0.009116757287600752;0.02261730328092122;WT;1.2817657614033733;-1.0395322043042665;OUI;OUI;81.10157368808892
ENSMUSG00000085289;2.3495892333342754;9.014685458500743;0.8286686911605561;5.413420002901392;0.022699984179785918;4.960010679087323e-05;WT;-1.399303944604273;2.5697116053641875;OUI;OUI;183.64213246425797
ENSMUSG00000107836;0.20410594685529526;0.4272158142646799;0.6062022177709274;0.22996844488922485;0.029711873845149086;0.032952780916237844;WT;1.2155073229243223;-1.0977532866294522;OUI;OUI;90.3123547693077
ENSMUSG00000116307;2.3048275591377365;2.6558387873766733;0.24713507515348931;0.7604292898679595;4.129696038859905e-07;0.0013763770611019547;WT;-2.792364397484434;1.3095594913314443;OUI;OUI;46.89787235656681
