Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue;Pourcentage_Correction
ENSMUSG00000000305;13.005799120739889;11.756040177384186;1.1626466550194177;5.298667191148583;0.0010112580451653612;0.028104436133626867;WT;-3.375682453937758;2.0961523174135546;OUI;OUI;62.0956605188803
ENSMUSG00000000308;0.0785470019322512;0.0747656663092298;1.5978956308561016;0.49516510836793126;0.011085003571313926;0.029055408819446498;WT;3.24937196531717;-1.5123859237247697;OUI;OUI;46.54394570403412
ENSMUSG00000000794;7.371621490980372;7.11771644120003;66.1444631010796;19.131141872370655;0.00335309407274355;0.006901900588644441;WT;3.1483065993622192;-1.7843554480962174;OUI;OUI;56.676673354841725
ENSMUSG00000001020;2.5744449223180323;2.517422303056185;49.182979549672716;9.47810882772102;0.00962064137006269;0.015408543586525925;WT;4.203778082952811;-2.3632767482369257;OUI;OUI;56.217923521184964
ENSMUSG00000001334;91.45546178007939;153.97253670520433;29.642134308742392;96.19769671540139;0.000535445751488476;0.0005979848020998926;WT;-1.6221377736363445;1.6949931120169541;OUI;OUI;104.4913162445121
ENSMUSG00000001773;0.07932148907581991;0.06498149596047385;0.3710561411610177;0.06893075064610042;0.027914796105592;0.025371823044857286;WT;1.3933506279820742;-1.4794670452205043;OUI;OUI;106.18052731646902
ENSMUSG00000001870;24.33128750538585;19.68314167202104;86.57025208187812;32.78537787596091;0.005075965067877848;0.007025773195683141;WT;1.826807006480911;-1.39809065279118;OUI;OUI;76.53192959441772
ENSMUSG00000002076;0.21439569433933045;0.21194413847467686;5.12176607309205;2.141257153970998;0.0001604235546080179;0.018391161024989746;WT;4.053884463546968;-1.2202296405242936;OUI;OUI;30.10025695590852
ENSMUSG00000002265;87.28372988742288;74.06368717115744;478.6208626313599;144.0091507097044;0.011502021798507686;0.017554665991567006;WT;2.453748087796703;-1.7320227326654942;OUI;OUI;70.58681942834903
ENSMUSG00000002266;13.04367417865744;9.629671533637541;43.59535301234739;20.300199501533545;0.00498843420447096;0.041068510685072564;WT;1.7331112351313611;-1.0988965967550857;OUI;OUI;63.4060049837329
ENSMUSG00000002847;8.259175691615418;8.270250921562003;3.653722124415252;7.677845862064507;0.002786329270457607;0.005649656260533686;WT;-1.1550388272262322;1.0510487881602255;OUI;OUI;90.99683599159157
ENSMUSG00000003452;0.5241105979872505;0.518102231586377;1.302327342804698;0.5911022092131047;0.01754087108451481;0.024787669329993378;WT;1.1679495390886478;-1.0208521583513064;OUI;OUI;87.4055019768939
ENSMUSG00000004837;10.680268673586596;13.57079021350816;5.285538193570302;12.87115267376003;0.010330799300309444;0.0004572445097247355;WT;-1.0012307043330166;1.2681442594363936;OUI;OUI;126.6585465948729
ENSMUSG00000004891;80.46845900186202;69.05436055064877;290.9908690720657;139.29783135744577;1.7086636136781047e-05;0.0002966198895804657;WT;1.8531825186652058;-1.0622614687055723;OUI;OUI;57.320930746609854
ENSMUSG00000005148;2.578097119568695;2.4986323828072794;21.32510025986977;8.30077419786391;0.0005253125304115213;0.0008476413589643207;WT;3.0000217703352767;-1.3507077606170859;OUI;OUI;45.02326528170163
