Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000000120;1.2343687471115914;1.9217555435191822;1.1090541247944958;1.6049739939572056;0.04050389948669753;0.3373426701126381;WT treated;-1.019690104296371;0.6442839560349976;OUI;NON
ENSMUSG00000000320;1.3480472384282767;0.8035698629813083;3.133925987243026;1.384577427610576;1.368195012774565e-06;0.033982693979598626;WT treated;1.7578647446401103;-1.0503935004875822;OUI;OUI
ENSMUSG00000000532;84.42349795592739;113.91911397420624;57.10334538569541;93.27428663323249;0.0003165620023192108;0.07761320304784862;WT treated;-1.2259759619842956;0.8276999243750655;OUI;NON
ENSMUSG00000000555;15.70238522350505;14.013941266016152;37.2562739942458;22.560720649961567;2.9268983437474227e-08;0.04582343128269832;WT treated;1.2004762378104965;-0.6150469480329939;OUI;OUI
ENSMUSG00000000567;1.3761608953516702;1.52271080555823;4.963295795517012;2.1678126791106913;0.01148380049543122;0.08400264227846244;WT treated;1.4624683464727957;-1.0819198946928383;OUI;NON
ENSMUSG00000000794;4.725737040026333;4.590789409190113;22.910369882877916;9.252824588028858;6.458239571225829e-18;1.119664137531574e-06;WT treated;2.105692513249339;-1.1955662414127988;OUI;OUI
ENSMUSG00000001020;1.5384726960697597;2.0703261974403975;8.384126965163695;2.432645436832574;0.0002569831131560212;7.998032237901761e-06;WT treated;1.7900181907785833;-1.679724484280922;OUI;OUI
ENSMUSG00000001021;0.029437182667277434;0.008014524369876454;0.3204852606091512;0.039390160811543055;0.013160099038883242;1.0;WT treated;5.006611578301581;-2.880396574923612;OUI;NON
ENSMUSG00000001131;1.790544924864808;1.4637028960781322;26.185452897833528;3.1500085942775415;3.830917163418517e-07;3.06770393068336e-11;WT treated;3.930910236290766;-2.9528678234439183;OUI;OUI
ENSMUSG00000001473;10.105002590871388;10.089065812580055;79.42472301668641;28.562536237663064;9.035445356387013e-37;5.60384195217721e-05;WT treated;2.75658510677162;-1.3801418781974168;OUI;OUI
ENSMUSG00000001493;2.8298912505319382;2.216394077086076;7.998999044340415;4.977707637529332;0.00382311352212036;0.49037888626809706;WT treated;1.6564145301173534;-0.5881990848774638;OUI;NON
ENSMUSG00000001517;0.413032461263602;0.3507448808992173;1.2675911885546218;1.2654980329492678;0.013924656505007836;0.977226950636606;WT treated;1.6374044440015894;0.08551775865370045;OUI;NON
ENSMUSG00000001864;2.309141534758302;2.7587632540393177;6.885085842797127;6.252557244066939;0.004917015098206692;0.9786160888061575;WT treated;1.1103777377473716;-0.03548697645869584;OUI;NON
ENSMUSG00000001986;0.7288041920053101;0.5127443082258158;1.7119702698374197;1.0562904219953417;0.011814396691817126;0.657284198109874;WT treated;1.5095319780757246;-0.6124358176675732;OUI;NON
ENSMUSG00000002020;0.5401239975854368;0.37262205733337495;3.423825437591294;0.46539641696979084;7.87618575574491e-06;0.000287934339149743;WT treated;2.9862642098140353;-2.772128921529398;OUI;OUI
