Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000000290;1.9434233017712437;0.0;5.3435703693636185;2.2224340242149005;0.00012269068263910787;0.09049680566375606;WT;1.3342012833413839;-1.056294937943722;OUI;NON
ENSMUSG00000000305;1.7669606163216574;0.0;0.468435384909984;1.0823022986847397;0.00035218761443166945;0.14838766719736673;WT;-2.040833135404056;1.460704063711257;OUI;NON
ENSMUSG00000000320;1.642670752975239;0.0;6.0713264381007255;0.6658824451237432;1.509752691329059e-06;1.7124471233057817e-15;WT;1.751097155498001;-2.990867799680267;OUI;OUI
ENSMUSG00000000392;5.672558100219582;0.0;15.200965598286638;11.81244319336555;1.5948459500949274e-11;0.908887214910189;WT;1.2899862075855504;-0.26177754507498097;OUI;NON
ENSMUSG00000000567;0.750101212557595;0.0;3.254072349425045;1.9755354536812098;6.009766485076877e-08;0.48051139549059074;WT;1.993250304464664;-0.5349853812710846;OUI;NON
ENSMUSG00000000682;1.2872498322993624;0.0;2.985564172588187;2.0293159647093417;0.019770384305998263;0.7176803576425659;WT;1.0854417305843194;-0.33661931531689515;OUI;NON
ENSMUSG00000000753;41.065715379592774;0.0;92.32649291487263;56.58453337698188;3.358840059883285e-07;0.7387950993623751;WT;1.028684256492165;-0.561477507120038;OUI;NON
ENSMUSG00000001020;1.4419811618808733;0.0;8.360378381373822;4.7873966849803455;0.0010664984754495247;0.7032646672533073;WT;2.37367952252085;-0.5588685123402279;OUI;NON
ENSMUSG00000001119;90.69990183466163;0.0;210.00939356677307;110.27176115440543;1.0509265049340415e-05;0.563343251741738;WT;1.069070808335656;-0.7638169314280708;OUI;NON
ENSMUSG00000001131;0.9263037013835422;0.0;17.32132101544003;6.2608220847070015;7.321140699522161e-06;0.6025789613325593;WT;4.033772085260403;-1.3577549135787215;OUI;NON
ENSMUSG00000001247;0.32286734726265626;0.0;0.9344990174577033;0.7560601348654458;0.040218585704618975;0.9895194428149185;WT;1.4003688234831646;-0.02609319353095221;OUI;NON
ENSMUSG00000001281;0.8301793238946231;0.0;1.9864798324433772;1.3465860785972634;0.01040695560637799;0.6534422474088192;WT;1.1335327165684466;-0.36019801824380965;OUI;NON
