Ensembl_Gene_ID;Log2FC_Patho;Pvalue_Patho;Log2FC_Rescue;Pvalue_Rescue
ENSMUSG00000000001;-0.7354275230232816;2.2906253078403072e-07;0.5709398178840286;0.0048145186202628665
ENSMUSG00000000003;;;;
ENSMUSG00000000028;0.03423380666334839;0.9315060555950025;-0.13867567118545468;0.7765730962883381
ENSMUSG00000000031;1.1139765827820218;0.0004150362725605987;0.3747328607112111;0.5402608930793898
ENSMUSG00000000037;-0.09409536079940051;0.920294856364643;0.01044818130957556;0.9949612814723819
ENSMUSG00000000049;0.2721902734469293;0.651275473004455;-0.2707375155684657;0.7483355983812876
ENSMUSG00000000056;-0.01115792694513255;0.9600079726325873;-0.08534016910216488;0.8054272983041885
ENSMUSG00000000058;-0.09002195946089815;0.8660099125123149;0.11970463030104903;0.8717762444452662
ENSMUSG00000000078;-0.12576268037868824;0.6711024236012848;0.14466158321469486;0.818365241399292
ENSMUSG00000000085;-0.14732584352007902;0.4126574380145954;0.1365568045131134;0.6197171757794447
ENSMUSG00000000088;0.7882649836774669;0.005448335575756485;-0.3296938045539659;0.12471091955142988
ENSMUSG00000000093;-1.1917146744999458;0.00038969612932658913;0.9999773020315212;0.031888392420845305
ENSMUSG00000000094;-0.3249645485135795;0.2926027436583211;0.515291443962773;0.22241438924769388
ENSMUSG00000000103;;;;
ENSMUSG00000000120;1.08166984599491;0.09021929250040445;-0.5415716347047219;0.5302203622080569
ENSMUSG00000000125;-1.758800438789352;;-1.8272275784139624;
ENSMUSG00000000126;0.2841562557972027;0.24437603818759618;0.08264043782453794;0.8596609260487899
ENSMUSG00000000127;0.25059209002643607;0.1513867154267186;-0.07317308753309211;0.7972326276301217
ENSMUSG00000000131;0.15597586823890555;0.566937675616995;0.022430082033156083;0.9734156013138048
ENSMUSG00000000134;-0.08633349310444506;0.6730264505116691;0.08260378527731162;0.7660590871885683
ENSMUSG00000000142;-0.2776219311398021;0.3531357422410732;0.02941784278519465;0.9751349452162302
ENSMUSG00000000148;0.3919467850167891;0.12329326120286285;-0.17975711759521248;0.5622067639018763
ENSMUSG00000000149;0.37872103601332574;0.0064989179357561;-0.15726776989234853;0.5562607550434202
ENSMUSG00000000154;-0.9142972478496945;0.09066365737840545;1.2238555913195386;0.10468869370003266
ENSMUSG00000000157;-0.47376829879887566;;;
ENSMUSG00000000159;2.262039950177913;;0.2274423237712673;
ENSMUSG00000000167;-0.14181333368871735;0.8896721157733652;-0.01815174457310449;0.9914288978427866
ENSMUSG00000000168;0.22135861827114642;0.39656553762906066;-0.07080653533747366;0.8499274721723671
ENSMUSG00000000171;0.19850641780979297;0.21732944648614536;-0.07884948946038733;0.7741285435073394
ENSMUSG00000000182;-0.4324770467418413;;-1.817971177007105;
ENSMUSG00000000183;0.8867568966149038;0.15440388962950347;-0.3194712745915648;0.7972355549430632
ENSMUSG00000000184;-1.427301665787148;2.2207355868765304e-09;1.1360523542331455;0.023948775798266552
ENSMUSG00000000194;-0.18658711440733916;0.20236623983191795;0.21030947987848297;0.18352716449669648
ENSMUSG00000000197;-2.1703981458970105;0.004041578003633057;1.4719305732904657;0.24620064931252691
ENSMUSG00000000202;1.3883484431993813;;-0.5168772320860575;
ENSMUSG00000000204;-0.24769929106208735;0.7713580907345142;0.5277011280272393;0.5768278710740885
ENSMUSG00000000214;3.0128763729901222;0.010740450818885713;-0.5600498224549494;0.7107725521117064
ENSMUSG00000000215;;;;
ENSMUSG00000000216;;;;
ENSMUSG00000000223;-0.7365803360044741;0.059765482919600876;0.33930860537105473;0.5853541560264964
ENSMUSG00000000244;1.4439966824684034;0.1302406588787297;-1.0102738844858712;0.4702253136367172
