Ensembl_Gene_ID;Log2FC_Patho;Pvalue_Patho;Log2FC_Rescue;Pvalue_Rescue
ENSMUSG00000000031;1.1139765827820218;0.0004150362725605987;0.3747328607112111;0.5402608930793898
ENSMUSG00000000093;-1.1917146744999458;0.00038969612932658913;0.9999773020315212;0.031888392420845305
ENSMUSG00000000184;-1.427301665787148;2.2207355868765304e-09;1.1360523542331455;0.023948775798266552
ENSMUSG00000000197;-2.1703981458970105;0.004041578003633057;1.4719305732904657;0.24620064931252691
ENSMUSG00000000214;3.0128763729901222;0.010740450818885713;-0.5600498224549494;0.7107725521117064
ENSMUSG00000000278;-1.7585881883237522;4.5480090595720046e-11;1.2970539374288288;0.007676134337955018
ENSMUSG00000000296;1.1369257460409774;1.2615873268402548e-14;-0.5404601138622908;0.0007036930411033348
ENSMUSG00000000305;-2.4832798287225617;1.8127300541795333e-06;-0.3882395861858311;0.7629669091332327
ENSMUSG00000000320;2.5562205318733193;2.2847620430681235e-10;-2.553122563387262;6.72346443510741e-08
ENSMUSG00000000392;-2.463717284326804;6.221820720829478e-16;1.9833340892304983;0.00041609730253760276
ENSMUSG00000000567;1.413732654352624;4.6647993504471235e-06;-0.2636898406519951;0.5466454531378693
ENSMUSG00000000693;-1.4586325565581475;3.462998320138859e-07;0.9777550107568849;0.11270588354462
ENSMUSG00000000732;1.0666857398603582;0.0048598830529391615;-0.8989919899219002;0.07147433538017212
ENSMUSG00000000753;-1.3755621545161287;1.0801547486956458e-05;0.8209822906367346;0.24157748016610736
ENSMUSG00000000791;2.599560681783485;0.02038468116202684;-2.1418257646066454;0.12686164572475037
ENSMUSG00000000794;1.2996926810493337;2.550472347228743e-05;0.29984548707733916;0.499515359555063
ENSMUSG00000000881;-1.381501706282781;5.585112585677763e-08;0.9872733963839256;0.045221203985523435
ENSMUSG00000000957;-4.1637535192009745;4.337515716096568e-61;3.4883142905635482;0.00020274061206315661
ENSMUSG00000000958;-1.993250767809097;5.949871479776513e-09;1.612662849991115;0.011044696813505877
ENSMUSG00000001014;2.644992008532634;4.999341325129674e-06;-1.2980308468199462;0.025603123031703947
ENSMUSG00000001020;1.9345940541643902;5.173903374541229e-05;-1.0822941905192127;0.10345570433026821
ENSMUSG00000001021;3.388740031686933;0.03446889863564906;-1.250362361638915;0.5159560008219327
ENSMUSG00000001119;-1.791236516694821;1.0138613778706495e-10;1.1909793260762862;0.027868391734947883
ENSMUSG00000001270;-2.2950192590429936;2.48234796905109e-10;1.4739550864821898;0.01004837313489262
ENSMUSG00000001288;-1.0818554089960049;8.644147079626524e-06;0.7896299569091035;0.06756162554134751
ENSMUSG00000001300;-1.4720241400903815;0.00039591725089950167;1.0829457279730097;0.11895485337467424
ENSMUSG00000001348;-6.234495103914914;3.595654650741413e-19;4.956975899680121;2.2665994631412267e-05
ENSMUSG00000001403;2.7327804067168873;0.0012935177075466373;0.33796589605760674;0.8788794387802599
ENSMUSG00000001444;2.6234926850282743;0.022054964160586325;-3.3394189137900665;0.022959111123886093
ENSMUSG00000001473;3.0572109048345784;1.826714709936489e-18;-1.084781656796535;0.013126553538458869
ENSMUSG00000001506;-3.3778736200617336;1.2107766041234273e-44;2.799672113143488;0.0015224210352664464
ENSMUSG00000001510;-4.621205206789004;0.0006851728752293797;3.4970833076782832;0.054354752970800724
ENSMUSG00000001517;-1.0190400516167744;0.042689314540609646;0.9446618055776205;0.08252559730791942
ENSMUSG00000001555;-2.6674490835621554;1.713980717674862e-17;2.1148512456719746;0.0009018136261014438
ENSMUSG00000001707;1.0133466360369636;9.251963202740184e-07;-0.6086667834455459;6.696332270286497e-05
ENSMUSG00000001750;-1.128391021013415;4.6744047066571884e-05;0.8776590736454918;0.11755656398601817
ENSMUSG00000001761;-1.5584360336526504;6.577812534539051e-11;1.3936637260946667;0.004109312511492745
ENSMUSG00000001768;-1.4703219598318495;3.4822731277550576e-10;0.8848923900745331;0.1457188330767904
ENSMUSG00000001864;2.2343447988271556;6.955639901110853e-14;0.4093911514857326;0.6244826119671184
ENSMUSG00000001986;-1.339002499155065;2.956667799919901e-05;1.0048391723703542;0.22552181860232573
ENSMUSG00000002006;-1.9154682828301086;1.84726235957766e-14;1.367978367175989;0.0056022386591666985
ENSMUSG00000002020;-3.0298022389080432;3.0769652988077286e-14;3.051317719834904;0.016244917773111503
ENSMUSG00000002055;1.8223205938877156;1.141846201362051e-07;-0.8261544063143191;0.192132481229874
ENSMUSG00000002059;-1.0419110446975939;0.00016607093105557472;0.895553467239461;0.13706466146339696
ENSMUSG00000002076;4.224296820962161;9.035650400142747e-16;-1.8097170103327853;0.0031066849511851534
ENSMUSG00000002083;1.0661237835290767;0.02355817016206948;-0.15905114425568856;0.8641767282441944
ENSMUSG00000002274;1.3195061096862408;0.00024348262373697345;-0.24545647283116523;0.5872741516417359
ENSMUSG00000002289;-1.1204437076554163;0.009279647859093658;0.5213311353946738;0.6135660165010202
ENSMUSG00000002324;1.9575431630139022;0.003457546046863003;-1.4067195903378493;0.040167579483387165
ENSMUSG00000002475;-1.289940469943008;0.006016765093517704;1.0084717043098013;0.22092313925088655
ENSMUSG00000002578;-1.4953383792695503;0.0016415567556521526;1.5111319677339634;0.09978992167246455
ENSMUSG00000002588;2.2647233824743074;0.03633951230420974;-1.227167004924232;0.4800018253289316
ENSMUSG00000002732;-1.408115746292086;3.971900752382931e-05;0.6924605257773999;0.2708176543892953
ENSMUSG00000002771;-1.3693397753063825;0.0009268409214133795;1.0128401075345521;0.1889666459277245
ENSMUSG00000002804;1.093163135929556;7.513089282484119e-05;-0.3131984256576775;0.3181684728760022
ENSMUSG00000002847;1.3035311341646911;2.5102641131425023e-11;-0.9509396372058816;0.00285937182014135
ENSMUSG00000002871;1.2605904616759473;1.444398233129806e-12;-0.4916709926296937;0.03218521566250823
ENSMUSG00000002897;-1.6706566740377757;3.879284500256893e-08;1.251490985728131;0.03711771349824164
ENSMUSG00000002983;1.3011652822762203;2.0040481086411655e-08;-0.38109737286454465;0.25412720766238805
ENSMUSG00000003070;-1.6063329050083746;0.0004074826887668504;1.4059456139892763;0.002187025558273771
ENSMUSG00000003153;-1.5072023634977378;7.16349415270059e-10;0.7931067316727742;0.08487147641318873
ENSMUSG00000003227;-1.839573797757882;0.026205170177278577;0.8668090879247596;0.6244826119671184
ENSMUSG00000003352;-1.0790049302341724;9.192422205890815e-05;0.7459573144387045;0.24686403507783805
ENSMUSG00000003355;-1.6853331413341646;9.209189850689017e-05;1.2691363734335448;0.08621299331386617
ENSMUSG00000003418;-1.6750778800429362;0.00026265181078550214;0.7298247306808783;0.3869518547773922
ENSMUSG00000003452;1.6258334068485785;3.8806778289693544e-05;-0.7948668144074085;0.10165248762641334
ENSMUSG00000003585;-1.5732568858956624;3.21830912650888e-05;1.1825552042671041;0.0642910728613962
ENSMUSG00000003617;-1.1437037447075717;9.528679334431129e-05;0.43349291205638385;0.407557092920588
ENSMUSG00000003752;1.0161232554809785;0.0005404920321292292;-0.08535400992974239;0.9056199950873515
ENSMUSG00000003863;-1.5002841458575116;0.03874782057435727;1.0489178059203943;0.41130616516104707
ENSMUSG00000004031;-1.548081286329141;0.01678884102551408;0.7246501272384396;0.5741560648006269
ENSMUSG00000004446;1.07205905155859;0.02203655441031473;-0.44712191567159104;0.5735268705491937
ENSMUSG00000004473;-3.4383728553337245;1.0725995104254797e-33;3.2284017470268194;0.0007003331623741116
ENSMUSG00000004610;1.0546621493561479;0.00170195294346259;-0.3763062533360002;0.17621287737070138
ENSMUSG00000004612;4.28442547673347;0.03913720718957311;-3.9199126950375898;0.03013032743721427
ENSMUSG00000004633;-1.3895269651445845;0.0002260335237092597;1.144366288005987;0.09083946058329988
ENSMUSG00000004665;-1.5207013108107825;5.988229477010903e-08;1.521064059722163;0.002187025558273771
ENSMUSG00000004709;-1.7459562158096884;0.0022469782823680727;1.1979065027718563;0.31836632464390113
ENSMUSG00000004885;-2.9343824946634984;2.2207355868765304e-09;2.865764180814666;0.0009778730109237426
ENSMUSG00000004891;2.601434193156077;3.279830985975904e-13;-1.4036302641353893;0.0012066077119184514
ENSMUSG00000004902;4.321693048729995;0.004563497205991075;-0.7638406884663917;0.6424169214428148
ENSMUSG00000004939;1.7308152116659636;4.083967332461605e-05;-0.6574306780814548;0.628553090104191
ENSMUSG00000004951;2.5482793294313355;2.103649010391247e-12;-1.0303145301252827;0.008919232208152345
ENSMUSG00000004996;1.0243695517566531;1.9586929819772876e-05;-0.4584709532817657;0.14538210081816408
ENSMUSG00000005057;1.3871824517391642;1.8421539710432477e-06;-0.5509661399415152;0.06523551653301743
ENSMUSG00000005124;-4.88559638118859;1.9890573035926995e-80;3.413398155241857;0.0007076673399691073
ENSMUSG00000005148;2.7208725611886817;3.799525956479461e-34;-1.4598996840461675;4.1238739910436615e-08
ENSMUSG00000005220;-2.9255602318181797;2.5532674797724518e-06;1.6730744019626482;0.21258853333430047
ENSMUSG00000005320;-3.3442896439846277;7.442054562928774e-14;2.8691611515831754;8.093699959377139e-06
ENSMUSG00000005360;-1.0377110932681541;0.014918534947667336;0.8524563719481514;0.3547760382973412
ENSMUSG00000005947;1.4404297342755301;0.021970825761836305;-0.6717258260708437;0.4610718175280081
ENSMUSG00000005950;1.313641620033074;1.2015629206279547e-10;-0.6471522371582045;0.025436328203700797
ENSMUSG00000005958;-1.5439240356493715;9.55098358900801e-07;1.4396104878896523;0.024818657606485266
ENSMUSG00000005968;-1.8095343582068852;0.009984529170408093;1.6943835669994296;0.14653584293705388
ENSMUSG00000005973;-1.2485818591958542;9.452145561990527e-05;0.6282460585028053;0.23829586681553386
