Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue;Pourcentage_Correction
ENSMUSG00000000214;0.030943468199231473;0.03221213475254814;0.46998237764392714;0.1452396405986967;0.003934702143116397;0.013322171479912508;WT;2.1219732195281167;-1.2167251201545575;OUI;OUI;57.33932494453153
ENSMUSG00000000305;4.349559284324742;3.022505637389613;1.1893936444011717;2.6009121907505874;0.002107832703366174;0.00991519177966177;WT;-1.7869696711076735;1.0667539598333902;OUI;OUI;59.696254306050314
ENSMUSG00000000320;0.948641750467206;0.856015026134324;5.391526173701149;2.5536591843269805;9.653794019967349e-05;0.0012273523220225789;WT;2.3886852591933687;-1.0492240566524662;OUI;OUI;43.924751164895184
ENSMUSG00000000567;2.4741222113254637;3.636760224951871;10.857363512914624;4.2633343463680795;0.007024552276978003;0.018039056749254535;WT;2.089748253504222;-1.328397776967596;OUI;OUI;63.56735908760211
ENSMUSG00000000794;4.040721774816575;3.1957030150393013;33.36872759512836;10.326641825592144;0.002354976602890798;0.0056100670502916734;WT;3.014859531201493;-1.6825391293215657;OUI;OUI;55.808209681097544
ENSMUSG00000001020;1.916583813122115;1.8679945525373873;31.08367321400345;4.105818087465345;0.0011610711107743973;0.0015488458479283288;WT;3.9508056039202644;-2.8903325209864787;OUI;OUI;73.15805458478921
ENSMUSG00000001021;0.023754316594166214;0.015627376337914382;0.21002016135327953;0.024270860531059684;0.007337150379012948;0.00740480708267331;WT;1.3248831926814604;-1.3188739926299642;OUI;OUI;99.5464354080303
ENSMUSG00000001025;20.18264634271352;18.26199719193994;68.30955124994267;32.21548877187425;0.00013760316001361296;4.457882085604691e-06;WT;1.7539518685962292;-1.0819719537756405;OUI;OUI;61.68766501128204
ENSMUSG00000001131;0.8011745468602722;0.8142290706145823;19.689265915063604;2.9306885882273845;1.0862215986232965e-06;2.014967566671013e-06;WT;4.456767720141442;-2.707000572571965;OUI;OUI;60.739099319240786
ENSMUSG00000001473;10.430924368317774;10.395284560161764;109.76095772367789;21.068268630349266;0.0005488008195331366;0.0006662204040532743;WT;3.382974792016812;-2.375703593759175;OUI;OUI;70.22528215886025
ENSMUSG00000001493;2.2101503498047848;2.1339692133923367;8.765683743968731;3.3551917051478677;0.0034794812935346727;0.009730453286014126;WT;1.9402451511575307;-1.3594661415127356;OUI;OUI;70.0667201771397
ENSMUSG00000001864;2.0968757164986354;2.142924507938721;8.079095712917354;3.404207215129199;0.008877636362874156;0.022471531381520544;WT;1.8964880918037694;-1.2228532578210176;OUI;OUI;64.47988059936355
ENSMUSG00000001870;14.050735751964258;10.329593645469545;40.202556906852934;14.03530072581794;0.0005411877073183961;0.0007083325769755452;WT;1.509994303910914;-1.511568793705903;OUI;OUI;100.1042711743924
ENSMUSG00000002076;0.15477497997103454;0.1610606737627407;10.108804901399234;0.7286994771768652;0.0009664706057915103;0.0011448187239145745;WT;5.324446570572423;-3.6228211641096664;OUI;OUI;68.04127180939614
ENSMUSG00000002233;21.88046469389568;23.3292150247131;62.663625280262416;31.097319440100872;7.952908230506347e-06;9.548509232591822e-05;WT;1.513706799056218;-1.0085066119347246;OUI;OUI;66.62496408797722
ENSMUSG00000003348;3.489010982830134;2.856039527022467;7.601422860462166;3.7388176737483354;0.0005229497899185987;0.00035426677106714573;WT;1.101538674582018;-1.0044629721656877;OUI;OUI;91.18726327379848
ENSMUSG00000003644;8.844428803591558;6.830607661328746;3.7074149242895285;7.674035123529277;0.02867108124639871;0.0487115830158366;WT;-1.2321775534553427;1.0298518254475615;OUI;OUI;83.57982351843644
ENSMUSG00000003665;0.054166464863909386;0.015627376337914382;0.5623692237121468;0.12002783781451092;0.013821042292283604;0.02324368869708898;WT;2.10314666465807;-1.5899495767208387;OUI;OUI;75.59860672975685
ENSMUSG00000003752;5.543030453827691;5.027317048661352;13.897518797052152;6.496399034370672;0.00010844047523334798;5.752411685035575e-05;WT;1.3106290768950999;-1.085420538295303;OUI;OUI;82.81676002782672
ENSMUSG00000004267;0.7960938359157893;0.5651484312846714;2.4783109802609524;1.1088159575586207;0.007887455825623871;0.018818238491175816;WT;1.5247045638845567;-1.0928316726024534;OUI;OUI;71.67497873171234
ENSMUSG00000004473;1.7563583084884569;1.2591454015795356;4.76809084965769;1.965920856520158;0.012172898449481431;0.0021920275546594946;WT;1.3908808904383179;-1.236571105301667;OUI;OUI;88.90560744011098
ENSMUSG00000004885;0.06093069432490725;0.03221213475254814;0.4174935504302992;0.07327993176447627;0.008167184676170103;0.00967734473690662;WT;1.6851013646303337;-1.5784363023397843;OUI;OUI;93.6701099728413
ENSMUSG00000004891;66.49052490414257;64.80293558063921;416.4461270498834;140.68697374708836;0.00019613321494222732;0.00043522403969339083;WT;2.645087446643491;-1.5649624086683727;OUI;OUI;59.1648646649697
ENSMUSG00000004951;18.75956239704103;16.97326172421862;57.54294805385518;21.336222513693993;6.927813917552547e-05;4.065742734728888e-05;WT;1.6118479204650364;-1.427093424868635;OUI;OUI;88.53772157186673
ENSMUSG00000005087;4.681319807715384;3.9046792427057646;18.01489229096077;7.71522198434071;0.00019896665115691438;0.001407082584847487;WT;1.9216954162787754;-1.2128174703474;OUI;OUI;63.1118469369519
ENSMUSG00000005124;0.4593701436230773;0.735134806848291;2.1076712486792313;0.5338404074699257;0.021570720161749653;0.025798770265984212;WT;1.980650194675183;-1.8003338119196397;OUI;OUI;90.89610148479169
