Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000000320;1.8135394372061775;1.268936370905319;7.439436896931744;1.3319413300617866;4.873109865909643e-05;6.72346443510741e-08;WT;1.7249484609147934;-2.553122563387262;OUI;OUI
ENSMUSG00000001473;8.706927449106889;17.39018291447536;142.95039020514776;70.17809248977392;9.366157766184271e-32;0.013126553538458869;WT;3.755055731063899;-1.084781656796535;OUI;OUI
ENSMUSG00000002076;0.14231508670489829;0.5475235635523958;10.141016393085213;2.991519608336661;9.777447199839279e-22;0.0031066849511851534;WT;5.727177678646193;-1.8097170103327853;OUI;OUI
ENSMUSG00000002324;0.1642357259167928;0.26638727105595295;0.9711173606706885;0.3880507973565146;0.0001135878614086777;0.040167579483387165;WT;2.1180500377916625;-1.4067195903378493;OUI;OUI
ENSMUSG00000004347;1.0096448397296311;1.0116197095395179;0.5040437166512733;1.3054383953744426;0.006404896375136744;0.016420687160050695;WT;-1.2900117166143803;1.2781414231562904;OUI;OUI
ENSMUSG00000004612;0.014072621728564263;0.05586223811597444;1.1389035501675773;0.06979360552338829;0.023826098360226713;0.03013032743721427;WT;5.650020325626707;-3.9199126950375898;OUI;OUI
ENSMUSG00000004891;60.38153042086346;36.65606977063338;219.92730004586068;84.968187438863;1.0196011760404606e-05;0.0012066077119184514;WT;1.5611610389723647;-1.4036302641353893;OUI;OUI
ENSMUSG00000004951;15.57610030443033;13.522514142917005;78.39751345775264;39.32879110366723;1.4712466341218254e-11;0.008919232208152345;WT;2.0571215618073952;-1.0303145301252827;OUI;OUI
ENSMUSG00000005148;2.243948860807112;3.494436365077281;22.989948015400387;8.585203973221999;9.761819508133681e-23;4.1238739910436615e-08;WT;3.0543688405537623;-1.4598996840461675;OUI;OUI
ENSMUSG00000005320;3.8076901061293897;4.19846289121904;0.3941476926430262;3.062422369051468;5.6414877124364176e-14;8.093699959377139e-06;WT;-3.5035213936095846;2.8691611515831754;OUI;OUI
ENSMUSG00000010358;8.591942389896076;9.23514759471905;22.638324811315744;12.913684934481362;0.00010248416904063336;0.017831559140453965;WT;1.0912191747569324;-0.8546738858094413;OUI;OUI
ENSMUSG00000014198;0.4861036331833063;0.6312005259956461;4.293055638482413;1.46353173990375;2.0237425116371953e-09;0.000509793517714368;WT;2.8693326834036004;-1.6086697149121956;OUI;OUI
ENSMUSG00000014813;2.7057853576077884;5.289348006436496;1.6379877688724438;4.580246919890277;0.004784528475302444;0.01293402150393528;WT;-1.0012029173628054;1.3864603318391229;OUI;OUI
ENSMUSG00000015134;1.4143867422005152;2.403131699582666;0.69022142285893;3.022485183479411;0.0046466892004307985;0.0010976234278756963;WT;-1.3160160289145808;2.012988638542823;OUI;OUI
ENSMUSG00000018983;3.742739547973459;3.6904052493099115;12.935054985451565;7.021201413600183;7.954409814968902e-10;0.002181493963856665;WT;1.4962357435747824;-0.9428672294153478;OUI;OUI
ENSMUSG00000020098;0.1229511850275016;0.23575397584262525;1.7251373896282887;0.5226981048347856;5.709265233514934e-13;0.00023420921868753643;WT;3.62730774667461;-1.7510214232041468;OUI;OUI
ENSMUSG00000021456;47.754405669308184;84.33857408112439;27.89656767449613;53.080302281752274;1.026396613654656e-19;0.02293792011510729;WT;-1.0622079126429933;0.9055821284441596;OUI;OUI
ENSMUSG00000021684;2.5792468115325127;3.091308003725092;1.368364312663852;3.131833220852148;0.0035838505376924357;0.0007410718462052719;WT;-1.2078185963479084;1.134973178329169;OUI;OUI
ENSMUSG00000021904;21.324261926778348;25.156053878889523;10.250702189144562;20.326195078455758;7.817383563364165e-08;0.03152956970916571;WT;-1.3408337713233807;0.899018804367889;OUI;OUI
ENSMUSG00000022584;0.06310475718617742;0.05890754787385569;1.0355907403164353;0.09523231168158994;0.009909420073706243;0.03850644004408187;WT;3.5664513460206932;-3.4255345513712956;OUI;OUI
ENSMUSG00000022799;41.74959599226617;49.599859945473966;23.416010723794802;40.94018932088529;2.60327015516407e-10;0.00383218668824646;WT;-1.1180600930387792;0.7330894932426512;OUI;OUI
ENSMUSG00000022871;0.19789384753484213;0.09884270985637807;3.748861357055313;0.5833947076666626;2.298131098988935e-15;2.423539025941426e-07;WT;3.9028453360529443;-2.720087208508998;OUI;OUI
ENSMUSG00000022887;9.013525422909328;29.874123058265923;5.3078321783411235;25.570109195480015;0.0018224505056263502;1.2831096172547407e-07;WT;-1.0450755582269418;2.1733787032706178;OUI;OUI
ENSMUSG00000022900;0.4133747404791239;2.087769431851976;0.11153099128098988;0.7106166817305634;0.027640215950155648;0.045881651899188663;WT;-2.263706160486826;2.629460579705171;OUI;OUI
ENSMUSG00000022951;56.98205627824308;48.8355656998199;168.09705078279933;81.92934423388758;4.668773295704452e-06;0.017295096046305216;WT;1.2810908499026312;-1.0708103095990733;OUI;OUI
ENSMUSG00000023039;0.12203812927901567;0.06606339767541791;0.7968806603829558;0.15444527096035796;0.0037526330268687303;0.016738146433486912;WT;2.7441985999298733;-2.331727516028392;OUI;OUI
