Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000000031;989.7291360063319;1015.1697725736681;2092.583225793643;1659.7015930200976;0.006312264456775239;0.4785218321005518;WT_treated;1.0434908198014081;-0.33434314702990386;OUI;NON
ENSMUSG00000000266;7.1007278573426325;6.125806635964022;12.944967226517617;9.521563193607308;0.016805239051582575;0.09943340387944644;WT_treated;1.067160644896371;-0.43915011005923194;OUI;NON
ENSMUSG00000000320;1.3480472384282767;0.8035698629813083;3.133925987243026;1.384577427610576;0.021731037574296723;0.028931731010187138;WT_treated;1.8395786031336638;-1.1232343226317096;OUI;OUI
ENSMUSG00000000392;6.641604078271397;4.338755457778274;8.844089121512997;5.746031731785083;0.0042593076797290685;0.12667165621465837;WT_treated;1.0107793345393055;-0.6134769036903056;OUI;NON
ENSMUSG00000000555;15.70238522350505;14.013941266016152;37.2562739942458;22.560720649961567;0.0090128040923881;0.026895621432393893;WT_treated;1.4042296528445395;-0.7211568222301415;OUI;NON
ENSMUSG00000000794;4.725737040026333;4.590789409190113;22.910369882877916;9.252824588028858;0.04309670465709842;0.07546558198127164;WT_treated;2.2943815362411213;-1.2988101392990579;OUI;NON
ENSMUSG00000001025;32.677044887222635;31.22966770010445;69.55302305583069;37.3266390160112;0.030523066204651204;0.04520580933976619;WT_treated;1.1526565017610078;-0.896120472252248;OUI;NON
ENSMUSG00000001119;78.45570369208613;67.6367869677008;138.74705881820438;80.89316345128428;0.015950898134484633;0.05276062605516006;WT_treated;1.0354851563789427;-0.7776245751711951;OUI;NON
ENSMUSG00000001270;3.4428881680601013;2.6915031309304145;6.14552208591558;3.806333251384019;0.03154953012786056;0.090677623635846;WT_treated;1.1617800027661396;-0.6770071454396341;OUI;NON
ENSMUSG00000001473;10.105002590871388;10.089065812580055;79.42472301668641;28.562536237663064;0.003867143657908289;0.0014149641407682704;WT_treated;2.9643816582314977;-1.4722371681028759;OUI;OUI
ENSMUSG00000001864;2.309141534758302;2.7587632540393177;6.885085842797127;6.252557244066939;0.004926661764590992;0.6986325663011446;WT_treated;1.2888866962617216;-0.13694037492985506;OUI;NON
ENSMUSG00000002043;1.4788760777797136;1.334383084189454;2.862639336802875;1.6757224320412818;0.003678406516243677;0.015721275819520736;WT_treated;1.0464526278561772;-0.7384769196796107;OUI;NON
ENSMUSG00000002055;4.257636659817665;4.845263400556261;10.002437650558713;6.673282954482767;0.04989151453702237;0.1432568042921781;WT_treated;1.0305841769366428;-0.5767762767959831;OUI;NON
ENSMUSG00000002083;0.7394638849804721;0.32337252930780486;1.4453119919525355;0.8293751531823375;0.00949747067570231;0.0341576655905975;WT_treated;1.8678985738985934;-0.7335651614944811;OUI;NON
ENSMUSG00000002289;3.3123003272671596;3.690295443907389;10.752115277462613;5.602325268002355;0.04216212585240668;0.10185133050537715;WT_treated;1.5175940656494362;-0.9283540380321263;OUI;NON
ENSMUSG00000002458;1.5088726666681904;1.638998888860999;3.4180468153212207;2.0258207797138823;0.008879434452822145;0.01935876652449472;WT_treated;1.0165176703260983;-0.7267547075782653;OUI;NON
ENSMUSG00000002489;5.994616661502315;4.459176470991235;2.112496159859663;2.644618309346217;0.007889292529618336;0.31130277140034945;WT_treated;-1.0430983011771375;0.31093057820538383;OUI;NON
ENSMUSG00000002602;25.04016118528149;21.30165895502546;44.218344806242975;25.884829859077456;0.02934752912836271;0.046070308693277676;WT_treated;1.0501813690391024;-0.7702343881727558;OUI;NON
ENSMUSG00000002603;3.9037044442716677;3.5964676536343676;9.167613390321161;5.805255103465098;0.00878682574726401;0.030249453770128644;WT_treated;1.326050572769365;-0.6501984771672106;OUI;NON
ENSMUSG00000002699;0.6247483428707348;0.5821957206684276;1.6116399355481494;0.7139694274511594;0.047233414378364036;0.06610352829435645;WT_treated;1.3271216348207693;-1.0723327318116858;OUI;NON
ENSMUSG00000002910;111.62816868398835;185.51917923824573;80.58469124437228;130.8100032803933;0.027735917100822197;0.19000945513566297;WT_treated;-1.2019789116744162;0.6982084687307606;OUI;NON
ENSMUSG00000002983;5.4052787863351295;5.199304923140302;10.758685377030664;6.151094020883098;0.0008157664597071291;0.015211103924659693;WT_treated;1.0349744038196735;-0.7966688447354405;OUI;NON
ENSMUSG00000003762;3.380137471548924;3.515920913957963;7.243585907774584;4.022486684415286;0.015516491861538022;0.022553695617620575;WT_treated;1.0221215859211907;-0.8329698761622661;OUI;NON
ENSMUSG00000003872;0.07679028388263628;0.020183946668290417;0.1565696899763654;0.12476829414476458;0.006604127084277192;0.49164832127315816;WT_treated;1.0941065430004668;-0.19091220370321124;OUI;NON
ENSMUSG00000004446;0.523195503814818;0.47235215908004347;1.5310510006898843;0.8272024127901747;0.004135244176461704;0.0172039724550265;WT_treated;1.5108269014447357;-0.81484566813645;OUI;NON
ENSMUSG00000004637;6.697434282745924;3.8766548305981097;8.234497058175874;4.661117573085653;0.028679840025371744;0.05422410469971975;WT_treated;1.0675397998095677;-0.8077948871286386;OUI;NON
ENSMUSG00000005054;4.1507800285116705;3.749512834516022;8.143050315766224;4.72347399390675;0.029275929052113396;0.036501115930055526;WT_treated;1.0985024204432101;-0.7731057130833258;OUI;NON
ENSMUSG00000005057;1.2683481627170703;1.4685374293068885;3.237365333515306;2.37068282837056;0.0426387520131129;0.18350565735018073;WT_treated;1.0892896676113482;-0.43379980568179166;OUI;NON
ENSMUSG00000005087;5.929151813105172;4.301773311515803;15.653004917423766;8.328425357935567;0.027421002006517637;0.07210159699958046;WT_treated;1.839470297456721;-0.9022920221512896;OUI;NON
ENSMUSG00000005089;0.06594953802377188;0.02160678454172972;0.43113497812130935;0.1113807631003037;0.04758543960616524;0.054547539051430206;WT_treated;2.126854821698405;-1.329234452946047;OUI;NON
ENSMUSG00000005103;53.37216720520848;46.56276209783828;95.71967501175182;59.81566208213542;0.010223933679280171;0.03624726933568804;WT_treated;1.0380502133842435;-0.6773887444596786;OUI;NON
ENSMUSG00000005148;1.5630561236474612;2.017794808459564;7.994773684429943;2.800906097169235;0.04899275456444221;0.06834679973702981;WT_treated;1.9344279314194024;-1.4804871498829406;OUI;NON
ENSMUSG00000005667;3.3910352604463294;3.9263017323043226;8.464477371393812;4.738534036477541;0.004229765995466971;0.005153931206087444;WT_treated;1.0889099193421687;-0.8237952010813083;OUI;NON
ENSMUSG00000005686;11.668982167794802;10.845603752328339;28.982866535860364;16.499953814174432;0.0006464919553129928;0.0034520275959006863;WT_treated;1.4098179398387083;-0.8089902470781746;OUI;NON
