Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000000244;0.1889680828036308;0.48009189160499566;1.3556322650160528;0.6857257519292747;0.005896668171181971;0.4702253136367172;WT;2.4668216652091597;-1.0102738844858712;OUI;NON
ENSMUSG00000000305;3.071491283470291;4.083929372542348;0.722999696354936;0.5756712837585007;7.229048991839752e-05;0.7629669091332327;WT;-2.3798637789386516;-0.3882395861858311;OUI;NON
ENSMUSG00000000320;1.8135394372061775;1.268936370905319;7.439436896931744;1.3319413300617866;4.873109865909643e-05;6.72346443510741e-08;WT;1.7249484609147934;-2.553122563387262;OUI;OUI
ENSMUSG00000000567;1.301977433298747;2.2201899481587617;5.902872906345788;5.082234608044294;4.380510447701441e-15;0.5466454531378693;WT;1.904884735201026;-0.2636898406519951;OUI;NON
ENSMUSG00000000628;622.3498490221891;388.401346985597;355.9421230844979;362.49779425896446;0.0001398282682370062;0.9940638375715499;WT;-1.099089481157586;0.005725794440071277;OUI;NON
ENSMUSG00000000682;1.0207615752308987;1.7648678622663936;6.544383492599561;2.0857138711281626;0.038716395208820406;0.26349098948834093;WT;2.326907566702288;-1.675598830635026;OUI;NON
ENSMUSG00000000791;0.002278716443872306;0.0773587464763654;0.46413149111900154;0.10637376190461983;0.0017069183797105939;0.12686164572475037;WT;5.783855477388328;-2.1418257646066454;OUI;NON
ENSMUSG00000000792;0.5392855165916401;0.2651701550465394;0.12554340864849856;0.27085802085833677;0.0030045353295928543;0.4690923902625286;WT;-2.440239167278162;1.079384189191631;OUI;NON
ENSMUSG00000000794;4.62623186518448;10.553097120769849;25.862882391911665;32.749334528462754;3.892691921126342e-14;0.499515359555063;WT;2.1725575905638146;0.29984548707733916;OUI;NON
ENSMUSG00000001020;1.097311959415801;6.465134414667565;24.629094047339507;12.163674747864935;2.319881942792968e-21;0.10345570433026821;WT;4.182465727283192;-1.0822941905192127;OUI;NON
ENSMUSG00000001021;0.012194228350022384;0.03169766791983443;0.3291602060413423;0.13543623002942246;0.011896648789962548;0.5159560008219327;WT;4.200007143577051;-1.250362361638915;OUI;NON
ENSMUSG00000001025;28.200444439117767;64.43358829344506;98.93462271531101;83.56800247263496;5.639211267929473e-08;0.5434081337325761;WT;1.5244631999682237;-0.3126389187048896;OUI;NON
ENSMUSG00000001131;0.6392944961208253;39.573062490789155;22.250103705583356;31.604362983473564;2.45431272880004e-13;0.8137478610276635;WT;4.822676973584186;0.4053431751663107;OUI;NON
ENSMUSG00000001281;1.0324628556115252;2.1884430909709076;3.3484249088244717;1.728097191998461;0.04422618516592229;0.34005349654544076;WT;1.3564978962202847;-1.0013591078986932;OUI;NON
