Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue;Pourcentage_Correction
ENSMUSG00000000320;1.3480472384282767;0.8035698629813083;3.133925987243026;1.384577427610576;0.021731037574296723;0.028931731010187138;WT_treated;1.8395786031336638;-1.1232343226317096;OUI;OUI;61.05932739746605
ENSMUSG00000001473;10.105002590871388;10.089065812580055;79.42472301668641;28.562536237663064;0.003867143657908289;0.0014149641407682704;WT_treated;2.9643816582314977;-1.4722371681028759;OUI;OUI;49.66422469651045
ENSMUSG00000005958;0.7843217896862106;0.7084131259386445;2.5460435109438;1.2036211964526764;0.002028550938144036;0.013517062828445435;WT_treated;1.7106721335776927;-1.021312070036553;OUI;OUI;59.702385360282996
ENSMUSG00000006301;47.00712672161437;49.68717320272317;123.92881574500673;57.881042399973765;0.009707265211322568;0.0042997259178179465;WT_treated;1.3168293323598088;-1.0970221664743145;OUI;OUI;83.30784701426191
ENSMUSG00000007107;0.5682908035926874;0.5596342572186924;0.17917214587758382;0.598152325427527;0.02256583455844491;0.025852285746943857;WT_treated;-1.2405113198799698;1.322386837989836;OUI;OUI;106.60014267760063
ENSMUSG00000009487;4.655922544637502;8.077606908953175;1.5132953256935826;4.618854628175669;0.04802011605193096;0.020231842116384586;WT_treated;-2.3416681566171333;1.5484261689302905;OUI;OUI;66.12491884870481
ENSMUSG00000010751;1.7312579318989862;1.3944108305870624;5.2146946276519115;2.423789760006483;0.03502425656455507;0.0476581615360294;WT_treated;1.8304099836163203;-1.0743950655159715;OUI;OUI;58.69696267752712
ENSMUSG00000011256;4.6246869843299105;3.174079807856526;15.056935488265104;5.230724154511957;0.000385153582845483;0.0012178522581746934;WT_treated;2.2108166970579726;-1.507574656117831;OUI;OUI;68.19084808985366
ENSMUSG00000018774;1.906200186194319;2.5519710610883846;23.65080691511292;3.416771333798004;0.010973948241101279;0.009379158383147883;WT_treated;3.162839591080833;-2.75565309197002;OUI;OUI;87.12591997614003
ENSMUSG00000020734;0.07368763208692429;0.030876810973518756;1.0241730547920953;0.18268789825316523;0.02634940133702196;0.023139312104580454;WT_treated;3.102582735284925;-1.9915821121536532;OUI;OUI;64.19110403928828
ENSMUSG00000021950;0.5606905857329165;0.6075305912744311;4.153751569429615;0.7932938216490921;0.007284548881696893;0.00555232662113496;WT_treated;2.587871346724552;-2.2515290896011004;OUI;OUI;87.00313064561
