Ensembl_Gene_ID;Log2FC_Patho;Pvalue_Patho;Log2FC_Rescue;Pvalue_Rescue
ENSMUSG00000000031;1.1139765827820218;0.0004150362725605;0.3747328607112111;0.5402608930793898
ENSMUSG00000000093;-1.1917146744999458;0.0003896961293265;0.9999773020315212;0.0318883924208453
ENSMUSG00000000184;-1.427301665787148;2.2207355868765304e-09;1.1360523542331455;0.0239487757982665
ENSMUSG00000000197;-2.1703981458970105;0.004041578003633;1.4719305732904655;0.2462006493125269
ENSMUSG00000000214;3.0128763729901222;0.0107404508188857;-0.5600498224549494;0.7107725521117064
ENSMUSG00000000278;-1.7585881883237522;4.5480090595720046e-11;1.2970539374288288;0.007676134337955
ENSMUSG00000000296;1.1369257460409774;1.2615873268402548e-14;-0.5404601138622908;0.0007036930411033
ENSMUSG00000000392;-2.463717284326804;6.221820720829478e-16;1.9833340892304985;0.0004160973025376
ENSMUSG00000000693;-1.4586325565581475;3.462998320138859e-07;0.9777550107568848;0.11270588354462
ENSMUSG00000000732;1.0666857398603582;0.0048598830529391;-0.8989919899219002;0.0714743353801721
ENSMUSG00000000753;-1.3755621545161287;1.0801547486956458e-05;0.8209822906367346;0.2415774801661073
ENSMUSG00000000881;-1.381501706282781;5.5851125856777636e-08;0.9872733963839256;0.0452212039855234
ENSMUSG00000000957;-4.163753519200975;4.3375157160965675e-61;3.488314290563548;0.0002027406120631
ENSMUSG00000000958;-1.993250767809097;5.949871479776513e-09;1.612662849991115;0.0110446968135058
ENSMUSG00000001014;2.644992008532634;4.999341325129674e-06;-1.2980308468199462;0.0256031230317039
ENSMUSG00000001119;-1.791236516694821;1.0138613778706496e-10;1.1909793260762862;0.0278683917349478
ENSMUSG00000001270;-2.2950192590429936;2.48234796905109e-10;1.4739550864821898;0.0100483731348926
ENSMUSG00000001288;-1.0818554089960049;8.644147079626524e-06;0.7896299569091035;0.0675616255413475
ENSMUSG00000001403;2.7327804067168877;0.0012935177075466;0.3379658960576067;0.8788794387802599
ENSMUSG00000001444;2.6234926850282743;0.0220549641605863;-3.3394189137900665;0.022959111123886
ENSMUSG00000001510;-4.621205206789004;0.0006851728752293;3.4970833076782832;0.0543547529708007
ENSMUSG00000001517;-1.0190400516167744;0.0426893145406096;0.9446618055776204;0.0825255973079194
ENSMUSG00000001555;-2.667449083562156;1.7139807176748618e-17;2.1148512456719746;0.0009018136261014
ENSMUSG00000001707;1.0133466360369636;9.251963202740184e-07;-0.6086667834455459;6.696332270286497e-05
ENSMUSG00000001750;-1.128391021013415;4.674404706657189e-05;0.8776590736454918;0.1175565639860181
ENSMUSG00000001761;-1.5584360336526504;6.577812534539051e-11;1.3936637260946667;0.0041093125114927
ENSMUSG00000001768;-1.4703219598318495;3.4822731277550576e-10;0.8848923900745331;0.1457188330767904
ENSMUSG00000002006;-1.9154682828301088;1.84726235957766e-14;1.367978367175989;0.0056022386591666
ENSMUSG00000002059;-1.041911044697594;0.0001660709310555;0.895553467239461;0.1370646614633969
ENSMUSG00000002274;1.3195061096862408;0.0002434826237369;-0.2454564728311652;0.5872741516417359
ENSMUSG00000002475;-1.289940469943008;0.0060167650935177;1.0084717043098013;0.2209231392508865
ENSMUSG00000002578;-1.4953383792695505;0.0016415567556521;1.5111319677339634;0.0997899216724645
ENSMUSG00000002588;2.2647233824743074;0.0363395123042097;-1.227167004924232;0.4800018253289316
ENSMUSG00000002732;-1.408115746292086;3.971900752382931e-05;0.6924605257773999;0.2708176543892953
ENSMUSG00000002771;-1.3693397753063823;0.0009268409214133;1.012840107534552;0.1889666459277245
ENSMUSG00000002804;1.093163135929556;7.513089282484119e-05;-0.3131984256576775;0.3181684728760022
ENSMUSG00000002847;1.3035311341646911;2.5102641131425023e-11;-0.9509396372058816;0.0028593718201413
ENSMUSG00000002871;1.2605904616759471;1.4443982331298059e-12;-0.4916709926296937;0.0321852156625082
ENSMUSG00000002897;-1.6706566740377755;3.8792845002568934e-08;1.251490985728131;0.0371177134982416
ENSMUSG00000003070;-1.6063329050083746;0.0004074826887668;1.4059456139892763;0.0021870255582737
ENSMUSG00000003153;-1.5072023634977378;7.163494152700591e-10;0.7931067316727742;0.0848714764131887
ENSMUSG00000003227;-1.839573797757882;0.0262051701772785;0.8668090879247596;0.6244826119671184
ENSMUSG00000003352;-1.0790049302341724;9.192422205890816e-05;0.7459573144387045;0.246864035077838
ENSMUSG00000003355;-1.6853331413341646;9.209189850689016e-05;1.2691363734335448;0.0862129933138661
ENSMUSG00000003418;-1.6750778800429362;0.0002626518107855;0.7298247306808783;0.3869518547773922
ENSMUSG00000003585;-1.5732568858956624;3.21830912650888e-05;1.182555204267104;0.0642910728613962
ENSMUSG00000003617;-1.1437037447075715;9.528679334431127e-05;0.4334929120563838;0.407557092920588
ENSMUSG00000003863;-1.5002841458575116;0.0387478205743572;1.0489178059203943;0.411306165161047
ENSMUSG00000004031;-1.548081286329141;0.016788841025514;0.7246501272384396;0.5741560648006269
ENSMUSG00000004610;1.054662149356148;0.0017019529434625;-0.3763062533360002;0.1762128773707013
ENSMUSG00000004633;-1.3895269651445843;0.0002260335237092;1.144366288005987;0.0908394605832998
ENSMUSG00000004665;-1.5207013108107823;5.988229477010903e-08;1.521064059722163;0.0021870255582737
ENSMUSG00000004709;-1.7459562158096884;0.002246978282368;1.1979065027718565;0.3183663246439011
ENSMUSG00000004939;1.7308152116659636;4.083967332461605e-05;-0.6574306780814548;0.628553090104191
ENSMUSG00000004996;1.0243695517566531;1.958692981977288e-05;-0.4584709532817657;0.145382100818164
ENSMUSG00000005220;-2.92556023181818;2.553267479772452e-06;1.6730744019626482;0.2125885333343004
ENSMUSG00000005360;-1.037711093268154;0.0149185349476673;0.8524563719481514;0.3547760382973412
ENSMUSG00000005947;1.44042973427553;0.0219708257618363;-0.6717258260708437;0.4610718175280081
ENSMUSG00000005950;1.313641620033074;1.2015629206279547e-10;-0.6471522371582045;0.0254363282037007
ENSMUSG00000005968;-1.8095343582068848;0.009984529170408;1.6943835669994296;0.1465358429370538
ENSMUSG00000005973;-1.2485818591958542;9.452145561990527e-05;0.6282460585028053;0.2382958668155338
ENSMUSG00000005983;1.1347404226839757;0.0010797238551626;-0.4598798090138782;0.3475891493170427
ENSMUSG00000006205;-3.2719434254123025;4.4498108806606315e-34;2.6742691435326136;5.15499697883286e-07
ENSMUSG00000006219;-1.308866690159216;2.0746727093935388e-05;0.7720117024707257;0.0927504738341602
ENSMUSG00000006369;-1.2293495506326886;1.21978904186791e-05;1.2830267607848016;0.1052924531267823
ENSMUSG00000006398;-1.0878897371271643;0.0183418337135411;0.6730687186403073;0.3142134427837563
ENSMUSG00000006403;-4.248481499255932;4.7743925717761615e-05;4.243266787925036;0.0037894579884254
ENSMUSG00000006445;-2.2417636862164776;1.601923000926937e-16;1.849846927473617;0.0002167579566986
ENSMUSG00000006517;1.3092980013202526;7.464870489495191e-08;-0.2578587422724063;0.5863710478721821
ENSMUSG00000006542;1.5151789622344165;2.9988378938440565e-10;-0.9395794466175922;0.003035060822463
ENSMUSG00000006574;-2.871916291420705;5.8011903821732353e-08;1.7214567031217007;0.0136358635694091
ENSMUSG00000006587;1.9553686993900308;8.04789124986711e-17;-0.3339922203964372;0.4139108820572972
ENSMUSG00000006651;-2.131560705718268;6.961720737162288e-18;1.9306344304512897;0.0006947839516449
ENSMUSG00000006800;-1.5272608079076917;5.299413492989914e-10;1.0810477872900508;0.0116677331321924
ENSMUSG00000006931;-1.5111702361112116;4.7990301343277686e-08;1.2053908465725205;0.016906494541736
ENSMUSG00000007033;1.3905032636970054;6.862370283371276e-10;-0.5512274287562662;0.1030825350541801
ENSMUSG00000007279;-1.7220351256081494;0.0003126495921916;1.1631225989356548;0.1646844362834565
ENSMUSG00000007594;-3.59000761802547;6.862370283371276e-10;2.90059638337032;0.012942969640251
ENSMUSG00000007682;-2.555750957448483;8.694604992878349e-18;2.747211818555772;1.1130512424498856e-05
ENSMUSG00000007783;-1.1179488452951307;0.000792907192391;1.0730878463353826;0.0891020853423677
ENSMUSG00000007908;-1.8295211060328087;0.0001371529863836;1.2503067497059652;0.2566339625662638
ENSMUSG00000007989;-1.3486871832422145;0.002846100674727;0.6567468185809966;0.3188768046884005
ENSMUSG00000009097;1.244899669448423;6.506160639936544e-11;-0.3104207893436578;0.2806510759739341
ENSMUSG00000009210;1.4899547791381036;3.3895309107059373e-07;-0.5733611371949665;0.1392736044674456
ENSMUSG00000009214;2.4457118950251737;3.511130357380826e-05;0.9325443801143716;0.3304492192309244
ENSMUSG00000009471;1.5347258463081237;0.0453092361811717;-0.3507739278764157;0.7714850291269866
ENSMUSG00000009487;-1.077550920642144;0.0420912856781743;0.2545948828896345;0.8253587872837767
ENSMUSG00000009545;-1.332294903562594;0.0089838743959957;0.9777145054339604;0.1727286465858974
ENSMUSG00000009654;-2.640700565722756;0.0123261700615259;1.6497654080998576;0.3129889932063687
ENSMUSG00000009687;-1.3411256388120998;0.0001087457647704;0.8319004242195329;0.1346554373511926
