Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000000305;13.005799120739889;11.756040177384186;1.1626466550194177;5.298667191148583;7.382803082033238e-10;4.163096437223114e-05;WT treated;-3.5816642798511937;2.2461910504845735;OUI;OUI
ENSMUSG00000000308;0.0785470019322512;0.0747656663092298;1.5978956308561016;0.49516510836793126;6.324483901155654e-08;0.012601101345464088;WT treated;4.254522205835728;-1.557463165064561;OUI;OUI
ENSMUSG00000000567;1.3942784937124117;1.4701164991086373;4.427016476008422;2.4904001912410996;0.00020313392722793536;0.01985869171077187;WT treated;1.3537518440963638;-0.73091380945666;OUI;OUI
ENSMUSG00000000632;0.5223055437472456;0.9382275899143556;0.21630786855602158;0.7353620597566838;0.0016444397014578648;0.00034021149165212503;WT treated;-2.3367978305587003;1.8707566739191586;OUI;OUI
ENSMUSG00000000690;0.9539720971601268;1.4496528740995336;0.43757352682820727;0.9533494619068077;0.002498268640554362;0.017887398907385416;WT treated;-1.9750231425061033;1.2344648552650936;OUI;OUI
ENSMUSG00000000794;7.371621490980372;7.11771644120003;66.1444631010796;19.131141872370655;1.594047820807909e-11;3.0340481938548966e-07;WT treated;2.9486722880713123;-1.694862443749424;OUI;OUI
ENSMUSG00000001020;2.5744449223180323;2.517422303056185;49.182979549672716;9.47810882772102;8.288470188904608e-18;1.7846954126479602e-06;WT treated;4.057417265117875;-2.2829501401058763;OUI;OUI
ENSMUSG00000001029;8.842916378471267;11.929182694510112;4.828640242952046;10.692489529563499;0.0019013399829586413;0.0004455301928345366;WT treated;-1.566992089131515;1.2672892212643643;OUI;OUI
ENSMUSG00000001123;18.159620561739423;16.378722150752868;9.377149841423403;16.09161965268622;0.0007373852723884019;0.0009059384886351852;WT treated;-1.0668339110970912;0.8829341780937117;OUI;OUI
ENSMUSG00000001240;22.51560380284385;29.673633859677768;14.09808525727505;24.30975563571672;2.8056221529488933e-05;0.00561060050113706;WT treated;-1.320410084931973;0.8910380075511265;OUI;OUI
ENSMUSG00000001333;40.27023616456512;25.347097878727187;104.07457040055856;58.865760318869654;8.747860705852082e-08;0.0008229363668920261;WT treated;1.7783308192175054;-0.7298515817495184;OUI;OUI
ENSMUSG00000001334;91.45546178007939;153.97253670520433;29.642134308742392;96.19769671540139;2.2402583771808285e-06;0.00018057149425143506;WT treated;-2.6035715438277296;1.7800413206340728;OUI;OUI
ENSMUSG00000001773;0.07932148907581991;0.06498149596047385;0.3710561411610177;0.06893075064610042;0.03882008445259001;0.014011345922760798;WT treated;2.4690863519690995;-2.3808980399678976;OUI;OUI
ENSMUSG00000001870;24.33128750538585;19.68314167202104;86.57025208187812;32.78537787596091;2.3925091955597906e-09;6.11146302641618e-05;WT treated;1.8808941530368397;-1.3121033049252333;OUI;OUI
ENSMUSG00000001946;58.14912207117419;62.17351160550709;32.63723466752022;65.0297665108483;0.0017824271086610494;0.00024299023831795972;WT treated;-1.185105314598206;1.1005429022340911;OUI;OUI
ENSMUSG00000002076;0.21439569433933045;0.21194413847467686;5.12176607309205;2.141257153970998;1.2298537158392053e-23;0.04651492717975079;WT treated;4.286425458740574;-1.137719011018006;OUI;OUI
ENSMUSG00000002265;87.28372988742288;74.06368717115744;478.6208626313599;144.0091507097044;3.4233668860039255e-07;0.0002673170525069635;WT treated;2.4579580691867435;-1.673236060567485;OUI;OUI
ENSMUSG00000002274;12.986784065887116;22.18358053761909;9.112539632943216;18.704138524502962;0.012636714451572363;0.015434763617803592;WT treated;-1.5341582293724543;1.1515976284853544;OUI;OUI
ENSMUSG00000002504;43.85556517840767;40.20510527108303;20.899779439513306;41.60558487610551;0.03818116858025228;0.0026111834159598694;WT treated;-1.1996576160288528;1.108683896622959;OUI;OUI
ENSMUSG00000002847;8.259175691615418;8.270250921562003;3.653722124415252;7.677845862064507;0.00536010000562963;0.010023384613241607;WT treated;-1.4456279047070424;1.1751402516456562;OUI;OUI
ENSMUSG00000004655;710.0301184583639;669.2568914227118;329.0017598642372;621.8500079079254;0.001839410597921262;0.004685644218181445;WT treated;-1.2924089015286013;1.0242941849005531;OUI;OUI
ENSMUSG00000004748;59.10633483838227;83.1084627975955;33.91161823115685;67.58128946345384;0.01129760809573105;0.03530681981082367;WT treated;-1.5217543470261214;1.0846528819186931;OUI;OUI
ENSMUSG00000004837;10.680268673586596;13.57079021350816;5.285538193570302;12.87115267376003;0.002099278049057555;0.0003843107647844362;WT treated;-1.6124670692693654;1.387584465992308;OUI;OUI
ENSMUSG00000004891;80.46845900186202;69.05436055064877;290.9908690720657;139.29783135744577;6.903006266753383e-12;0.001632755237265919;WT treated;1.8280529423152725;-0.9657461243649307;OUI;OUI
ENSMUSG00000005148;2.578097119568695;2.4986323828072794;21.32510025986977;8.30077419786391;3.585513387769225e-29;5.562421493761395e-06;WT treated;2.8473361425403483;-1.2691189515527017;OUI;OUI
ENSMUSG00000005320;4.241800600632811;5.508680793310421;1.6218219113602046;5.103108783336432;0.0032831522856909753;0.0008501191013971594;WT treated;-2.001572216421924;1.7498880873749232;OUI;OUI
ENSMUSG00000005686;9.464199559581214;10.381885087469202;62.676411962849876;30.459705528291245;1.3783055039485412e-10;0.006284534025722002;WT treated;2.331604893859534;-0.9337612996016427;OUI;OUI
ENSMUSG00000005800;0.15939679201181842;0.02448043460017624;0.5761846259211445;0.0985676295218558;0.0038318616795211856;0.018526128861478208;WT treated;4.030129416241267;-2.47060973843014;OUI;OUI
ENSMUSG00000006218;0.366400292468628;1.2768207340985591;0.09297913018277933;0.8275157165361366;0.0017009727231751604;0.0030064461085241656;WT treated;-4.064214401650966;3.2942115864279544;OUI;OUI
ENSMUSG00000006301;53.70064336864151;59.14450458977848;229.3781885950391;106.45773175387879;1.3989212177975959e-10;0.00012706474903570813;WT treated;1.702714004908046;-1.00351975964976;OUI;OUI
ENSMUSG00000006575;0.06682497361014948;0.1776795335257447;1.1193391063036575;0.2864766861917255;0.00036507233148262843;0.007791106570130533;WT treated;2.396502817397584;-1.8265480247617918;OUI;OUI
ENSMUSG00000007379;7.1814256841688335;5.429416766697034;16.45418167047574;9.063595402504953;0.0019669876763841448;0.02560332502294284;WT treated;1.3393622847174644;-0.7719525569369131;OUI;OUI
ENSMUSG00000008136;1.429464035678361;2.4908195302533893;8.963971978838401;2.8400848120973348;0.002059757008740505;1.3155029923820414e-05;WT treated;1.6153471928223881;-1.5521560548797444;OUI;OUI
ENSMUSG00000009863;414.469562759292;572.2441356402406;314.46666938718135;530.8140905663;0.028429165706153208;0.023560281066620885;WT treated;-1.1048734664979265;0.8628377469017119;OUI;OUI
ENSMUSG00000009876;2.263364176133414;4.264830454620932;1.4668603767269996;3.6023481098635246;0.012950417008939358;0.0016873611589000304;WT treated;-1.799661457301;1.4194179303449057;OUI;OUI
ENSMUSG00000010307;6.798074646318322;8.906654994170776;5.148501818284705;8.607205569321561;0.008636739241142919;0.033724718737900346;WT treated;-1.054940289437319;0.8564808460534052;OUI;OUI
